,VEH001,VEH002,VEH003,VEH004,VEH005,VEH006,VEH007,VEH008,VEH009,VEH010,DEL0001,DEL0002,DEL0003,DEL0004,DEL0005,DEL0006,DEL0007,DEL0008,DEL0009,DEL0010,DEL0011,DEL0012,DEL0013,DEL0014,DEL0015,DEL0016,DEL0017,DEL0018,DEL0019,DEL0020,DEL0021,DEL0022,DEL0023,DEL0024,DEL0025,DEL0026,DEL0027,DEL0028,DEL0029,DEL0030,DEL0031,DEL0032,DEL0033,DEL0034,DEL0035,DEL0036,DEL0037,DEL0038,DEL0039,DEL0040,DEL0041,DEL0042,DEL0043,DEL0044,DEL0045,DEL0046,DEL0047,DEL0048,DEL0049,DEL0050
DEL0001,42.54,28.935,25.200000000000003,35.235,15.105,48.074999999999996,13.559999999999999,21.6,42.480000000000004,11.115,0.0,22.815,11.01,31.83,42.974999999999994,43.17,33.45,21.69,32.97,26.595,26.19,7.3500000000000005,33.69,32.474999999999994,37.545,37.26,24.75,56.835,42.105000000000004,50.19,5.535,31.935,35.385,5.115,31.815,17.384999999999998,37.5,15.66,32.94,42.285000000000004,31.335,30.375,14.370000000000001,16.995,22.035,24.119999999999997,22.23,30.345,36.36,36.735,38.805,18.299999999999997,12.915,23.79,25.68,38.955,34.155,25.950000000000003,18.285,3.5999999999999996
DEL0002,53.88,42.075,36.555,36.21,30.974999999999998,25.29,15.93,15.044999999999998,53.82000000000001,26.97,27.450000000000003,0.0,32.385,47.7,55.005,44.144999999999996,34.425,37.275000000000006,46.125,39.75,13.004999999999999,31.5,34.665,48.345,44.445,49.44,40.755,51.165,42.87,64.275,19.875,42.03,46.724999999999994,25.049999999999997,43.665,19.245,50.699999999999996,10.17,48.81,48.345,32.31,43.515,30.240000000000002,17.31,35.175,37.275000000000006,35.37,32.61,49.515,49.89,44.04,12.015,28.785000000000004,37.650000000000006,38.82,52.095,47.31,39.089999999999996,16.544999999999998,23.94
DEL0003,56.849999999999994,26.82,23.490000000000002,36.0,13.080000000000002,38.849999999999994,20.745,34.635,40.26,10.86,11.445,32.385,0.0,29.759999999999998,40.92,46.545,34.230000000000004,17.43,33.45,24.494999999999997,33.150000000000006,10.215,34.455,30.42,28.11,35.144999999999996,22.65,37.605000000000004,37.769999999999996,48.135000000000005,13.919999999999998,26.775000000000002,33.18,8.100000000000001,28.47,22.605,35.43,26.384999999999998,31.305,30.42,32.099999999999994,29.265,17.235,24.48,19.919999999999998,22.02,20.115000000000002,31.125,34.14,34.635,36.69,26.595,15.24,19.35,23.565,36.839999999999996,31.935,23.835,25.455,13.350000000000001
DEL0004,23.235,19.485,18.450000000000003,46.605000000000004,23.04,54.12,36.0,43.245,27.900000000000002,26.355,30.855,65.985,30.645,0.0,19.080000000000002,42.69,46.335,16.950000000000003,30.765,29.28,48.285,31.665,41.714999999999996,1.185,6.945,18.27,27.660000000000004,20.52,41.37,26.31,32.13,30.299999999999997,16.095,38.04,5.79,37.575,12.899999999999999,39.435,2.3850000000000002,1.185,42.269999999999996,21.794999999999998,23.07,39.45,27.06,18.84,25.380000000000003,44.025000000000006,28.244999999999997,26.205,40.29,41.325,26.655,16.995,24.075000000000003,28.424999999999997,27.48,20.43,40.425,28.605
DEL0005,19.875,31.305,33.3,51.449999999999996,40.08,71.16,53.04,60.300000000000004,19.815,65.46000000000001,47.910000000000004,59.760000000000005,46.365,21.075000000000003,0.0,47.655,51.17999999999999,34.005,41.099999999999994,42.735,63.135000000000005,48.150000000000006,46.575,29.174999999999997,26.52,23.04,42.495,19.035,46.230000000000004,3.6750000000000003,49.17,42.435,21.78,46.17,30.345,52.425000000000004,21.794999999999998,54.269999999999996,24.585,21.72,47.13,36.21,40.11,54.285,41.894999999999996,33.765,40.214999999999996,50.565,36.12,30.27,45.150000000000006,56.175000000000004,43.695,32.7,44.175,31.049999999999997,33.93,34.980000000000004,55.260000000000005,68.94
DEL0006,35.835,29.25,29.400000000000002,15.105,39.795,51.06,44.82,45.195,36.495,43.214999999999996,42.480000000000004,42.99,39.315,41.28,39.45,0.0,16.905,30.705,20.505,20.25,40.53,41.115,13.965,54.675000000000004,37.815,32.505,22.59,35.805,6.885,50.64,40.95,23.924999999999997,40.095,39.135,37.035000000000004,32.339999999999996,42.96,41.04,42.825,41.94,16.080000000000002,29.73,39.24,35.67,24.585,26.985,28.23,18.105,26.759999999999998,26.97,10.215,40.695,41.565,30.39,21.81,27.33,24.555,24.869999999999997,36.480000000000004,43.62
DEL0007,42.36,46.08,36.195,7.5600000000000005,45.285000000000004,42.18,42.900000000000006,36.315,70.755,41.28,35.160000000000004,34.095,37.769999999999996,64.89,45.974999999999994,14.445,0.0,52.574999999999996,27.869999999999997,30.75,31.634999999999998,39.255,10.56,48.735,61.800000000000004,39.03,26.505000000000003,42.315,19.125,57.165,32.07,30.224999999999998,64.08,46.455,43.83,23.445,49.485,32.144999999999996,49.62,48.735,9.45,36.525000000000006,44.55,26.79,28.799999999999997,33.78,41.07,7.035,34.11,43.44,18.044999999999998,31.799999999999997,43.095,37.185,28.11,33.839999999999996,39.915,31.665,27.599999999999998,38.25
DEL0008,29.595,16.305,10.215,38.235,14.625,45.285000000000004,27.18,34.425,42.644999999999996,19.38,21.435,47.805,17.46,15.225000000000001,26.384999999999998,45.705,36.839999999999996,0.0,22.35,20.91,36.150000000000006,20.07,33.345,15.885,13.575000000000001,24.240000000000002,19.305,26.880000000000003,33.015,33.599999999999994,23.31,19.485,22.44,18.09,14.325000000000001,25.200000000000003,20.895,27.299999999999997,16.785,15.885,33.900000000000006,17.745,15.075000000000001,27.075000000000003,17.865000000000002,12.975000000000001,17.549999999999997,49.635000000000005,24.945,24.119999999999997,31.935,29.19,17.73,3.54,15.72,26.325000000000003,22.740000000000002,14.265,28.049999999999997,19.785
DEL0009,25.005000000000003,11.955,17.88,25.650000000000002,27.72,53.625,44.685,46.2,25.665,31.155,31.98,43.47,28.83,29.22,28.605,20.82,25.380000000000003,26.174999999999997,0.0,11.715,43.08,30.615000000000002,20.759999999999998,29.865000000000002,25.755000000000003,21.66,13.559999999999999,24.96,19.56,41.625,34.455,11.565,28.035000000000004,28.634999999999998,24.974999999999998,34.905,31.994999999999997,37.995,31.89,29.865000000000002,21.315,12.674999999999999,27.165,37.995,14.04,14.73,16.169999999999998,24.75,9.24,11.100000000000001,18.48,42.39,29.490000000000002,22.995,9.75,12.72,7.035,10.245000000000001,40.035000000000004,31.56
DEL0010,32.115,17.205000000000002,18.09,22.965,28.485,50.94,36.315,44.085,32.775000000000006,36.735,27.660000000000004,39.150000000000006,24.509999999999998,29.985,35.730000000000004,20.355,22.695,19.41,12.059999999999999,0.0,40.410000000000004,26.295,18.075000000000003,35.64,26.52,28.77,7.245,32.07,16.35,46.349999999999994,30.134999999999998,9.45,28.799999999999997,24.315,25.740000000000002,31.815,32.76,33.675,31.53,30.630000000000003,18.645,17.685,27.93,33.69,6.84,15.690000000000001,11.25,22.080000000000002,15.39,17.25,15.27,35.565,30.27,19.080000000000002,7.334999999999999,18.87,13.184999999999999,12.825000000000001,34.665,29.445
DEL0011,55.800000000000004,43.995,38.474999999999994,32.97,32.339999999999996,18.825000000000003,18.21,9.39,55.739999999999995,28.335,24.81,12.674999999999999,32.655,49.050000000000004,56.925000000000004,40.905,31.200000000000003,39.195,44.955,50.31,0.0,29.145,31.424999999999997,73.65,46.365,78.9,39.825,53.085,39.644999999999996,66.19500000000001,21.72,43.95,79.92,26.910000000000004,45.585,22.544999999999998,52.62,14.669999999999998,50.175000000000004,74.17500000000001,29.07,45.435,31.605,20.895,47.49,39.195,37.305,28.095,51.19500000000001,50.655,38.55,13.934999999999999,30.150000000000002,39.57,54.224999999999994,50.925000000000004,48.989999999999995,41.01,19.259999999999998,33.480000000000004
DEL0012,37.785000000000004,24.18,20.46,33.36,13.440000000000001,36.015,17.895,33.555,37.724999999999994,10.575,5.025,27.54,6.375,29.28,38.910000000000004,38.775000000000006,46.724999999999994,16.950000000000003,34.32,21.855,37.275000000000006,0.0,31.815,29.924999999999997,27.630000000000003,32.519999999999996,20.009999999999998,35.07,35.144999999999996,47.64,10.395,24.134999999999998,45.255,5.5649999999999995,27.57,19.965,47.894999999999996,20.52,30.825000000000003,29.924999999999997,29.46,25.619999999999997,14.385,21.84,17.28,19.38,17.490000000000002,28.485,31.619999999999997,31.994999999999997,34.05,23.145,12.39,19.049999999999997,20.94,34.2,29.415,21.195,22.485,10.5
DEL0013,64.28999999999999,29.73,29.880000000000003,8.865,40.275000000000006,42.525000000000006,36.285000000000004,36.660000000000004,36.705,40.875,35.505,34.44,40.185,41.76,39.644999999999996,14.504999999999999,8.625,31.185,21.555,19.215,43.875,37.650000000000006,0.0,58.5,38.295,32.7,20.19,36.0,17.16,50.835,32.415,23.91,40.575,35.685,53.474999999999994,23.805,43.155,32.505,43.305,42.42,5.43,35.925,39.72,27.134999999999998,22.485,27.464999999999996,26.655,7.995,27.795,27.27,16.080000000000002,32.160000000000004,42.045,43.349999999999994,28.200000000000003,27.525000000000002,25.589999999999996,35.805,27.945,38.595
DEL0014,24.150000000000002,22.5,19.365000000000002,47.505,23.775,54.84,36.72,43.980000000000004,28.875,27.075000000000003,31.589999999999996,45.825,31.380000000000003,2.145,29.174999999999997,43.605000000000004,47.235,17.685,29.400000000000002,30.18,49.125,32.385,42.63,0.0,7.86,19.77,33.105000000000004,21.435,42.285000000000004,27.21,32.849999999999994,28.755000000000003,16.995,31.994999999999997,6.6899999999999995,38.49,14.504999999999999,40.29,5.235,0.615,60.900000000000006,25.185,23.79,40.349999999999994,27.96,19.755,26.28,44.925,29.160000000000004,27.119999999999997,41.205,42.24,35.144999999999996,17.715,24.990000000000002,30.735,28.395,21.345,41.325,42.375
DEL0015,22.169999999999998,18.419999999999998,14.235,43.785000000000004,21.765,52.845,49.260000000000005,41.97,22.125,25.08,29.595,42.105000000000004,28.71,3.9000000000000004,18.84,39.87,43.515,14.16,28.545,26.46,45.480000000000004,30.39,38.894999999999996,7.574999999999999,0.0,17.73,24.855,19.455000000000002,38.565,32.325,41.505,25.035000000000004,15.03,28.515,2.79,34.769999999999996,16.11,36.615,8.475000000000001,7.574999999999999,39.45,20.565,26.94,36.63,24.240000000000002,15.21,21.134999999999998,41.205,27.18,26.235,37.485,38.519999999999996,25.380000000000003,13.47,21.27,27.36,25.200000000000003,16.725,37.605000000000004,27.345
DEL0016,13.559999999999999,16.785,17.759999999999998,37.845,33.974999999999994,96.84,45.195,52.455,13.184999999999999,37.410000000000004,37.410000000000004,48.03,34.26,18.27,15.0,34.05,37.575,23.384999999999998,22.395,28.125,51.42,36.045,32.97,19.77,19.065,0.0,30.509999999999998,6.945,32.625,23.009999999999998,39.87,26.700000000000003,9.57,34.065,16.905,56.58,12.735,42.555,21.15,20.025,33.525000000000006,21.69,33.435,58.425000000000004,25.905,19.32,23.16,36.96,22.53,16.275,31.545,44.445,35.76,20.985,22.935,17.445,20.325000000000003,17.79,43.545,37.815
DEL0017,33.900000000000006,15.149999999999999,16.049999999999997,25.53,26.445,67.905,33.839999999999996,41.61,33.839999999999996,27.045,25.185,36.675,22.035,31.665,35.025000000000006,23.34,25.259999999999998,17.355,14.625,3.63,40.05,23.82,20.64,28.589999999999996,24.464999999999996,26.775000000000002,0.0,31.185,19.335,44.295,27.660000000000004,8.399999999999999,26.744999999999997,21.84,28.095,29.339999999999996,30.72,31.200000000000003,29.474999999999998,28.589999999999996,27.825000000000003,15.629999999999999,25.89,31.214999999999996,6.75,13.635,10.935,24.630000000000003,16.845,18.69,18.240000000000002,33.089999999999996,28.214999999999996,17.04,5.1899999999999995,20.325000000000003,14.64,10.77,29.655,26.97
DEL0018,7.83,19.35,22.38,39.51,34.769999999999996,62.745,45.99,53.25,7.455,38.205,38.595,48.824999999999996,35.43,19.62,12.03,35.7,39.24,24.18,24.045,30.78,52.199999999999996,37.230000000000004,57.735,22.62,19.86,6.33,31.424999999999997,0.0,34.275000000000006,20.61,59.82000000000001,30.48,10.845,35.25,17.700000000000003,41.49,11.625,43.349999999999994,21.945,22.725,35.175,24.27,34.230000000000004,43.365,30.839999999999996,19.815,28.095,38.61,24.54,18.315,33.195,45.24,36.555,21.78,26.97,19.095,21.975,25.92,44.339999999999996,38.61
DEL0019,34.589999999999996,28.275000000000002,28.424999999999997,19.035,38.82,49.935,43.71,44.085,50.82000000000001,41.355000000000004,39.51,41.865,36.345,40.305,38.205,10.89,21.015,29.73,17.31,16.740000000000002,39.405,38.144999999999996,17.91,49.29,36.839999999999996,31.244999999999997,19.080000000000002,34.545,0.0,57.405,39.839999999999996,21.435,39.12,36.165,44.339999999999996,31.214999999999996,41.714999999999996,39.915,41.849999999999994,40.964999999999996,19.11,28.755000000000003,38.265,34.56,21.075000000000003,26.009999999999998,25.125,22.049999999999997,26.04,25.815,2.2199999999999998,39.57,40.589999999999996,29.415,19.32,26.07,23.835,23.895,35.37,41.28
DEL0020,25.935,33.72,37.125,57.510000000000005,42.99,74.05499999999999,55.949999999999996,63.19500000000001,25.875,46.305,50.80499999999999,63.57000000000001,62.05499999999999,23.97,0.9299999999999999,53.699999999999996,57.239999999999995,36.900000000000006,42.045,47.94,97.44,63.21,52.62,24.630000000000003,32.325,25.14,46.32,25.08,52.275000000000006,0.0,52.065,45.405,17.955000000000002,49.995,28.275000000000002,56.235,22.215,58.095,27.494999999999997,24.630000000000003,53.175000000000004,42.269999999999996,43.019999999999996,77.05499999999999,45.72,36.72,45.555,56.61,42.18,36.315,51.19500000000001,59.985,46.589999999999996,43.11,42.75,37.095,39.974999999999994,38.355000000000004,59.085,48.55499999999999
DEL0021,66.12,40.394999999999996,26.61,41.865,17.490000000000002,31.92,13.02,24.435,67.395,13.5,4.41,22.634999999999998,12.419999999999998,34.214999999999996,45.06,42.63,32.925,23.1,34.38,28.005000000000003,25.650000000000002,9.209999999999999,33.150000000000006,34.875,32.565,38.655,26.160000000000004,41.22,41.28,71.475,0.0,30.285000000000004,36.78,6.51,33.72,16.845,39.885,15.120000000000001,35.325,34.875,30.795,31.77,16.755,16.455000000000002,23.43,25.53,23.625,39.599999999999994,42.405,45.405,40.2,17.759999999999998,15.299999999999999,25.200000000000003,27.075000000000003,46.769999999999996,35.55,27.345,17.745,9.51
DEL0022,31.935,14.235,16.02,28.259999999999998,26.415,54.614999999999995,37.635,44.88,32.595,29.835,29.22,40.71,26.07,27.900000000000002,34.995,24.345,27.990000000000002,22.080000000000002,12.18,8.625,44.085,27.855,23.37,28.56,24.435,26.744999999999997,4.949999999999999,31.155,21.674999999999997,44.265,31.68,0.0,26.73,25.875,23.655,33.375,30.69,35.22,29.445,28.56,23.924999999999997,9.075,25.86,35.235,10.785,13.605,13.14,27.375,14.399999999999999,16.259999999999998,20.595,37.125,28.185,17.009999999999998,1.545,17.88,12.195,11.49,36.21,34.980000000000004
DEL0023,14.475000000000001,19.785,18.330000000000002,46.47,30.72,58.69500000000001,41.94,49.199999999999996,14.415,34.155,34.545,44.775000000000006,44.099999999999994,13.515,15.315000000000001,42.555,46.2,20.13,28.755000000000003,29.145,48.150000000000006,33.18,41.58,14.174999999999999,15.809999999999999,6.675000000000001,33.195,11.76,41.25,21.66,37.005,27.705,0.0,31.200000000000003,13.649999999999999,37.44,6.36,39.3,17.04,14.174999999999999,42.135,24.150000000000002,30.18,39.315,26.924999999999997,18.69,28.305,43.89,28.545,21.645,40.155,41.19,32.505,17.73,23.955000000000002,26.685,24.435,20.31,40.29,34.56
DEL0024,40.11,26.52,22.785,44.31,15.600000000000001,34.5,15.825000000000001,23.64,40.05,11.07,5.34,25.08,8.595,31.605,41.25,47.43,33.915,19.275,30.555,24.18,28.455,5.4,34.155,32.25,29.955,34.845,22.335,37.394999999999996,40.605000000000004,49.980000000000004,7.800000000000001,26.46,32.97,0.0,29.910000000000004,19.65,49.53,17.924999999999997,33.150000000000006,32.25,31.785000000000004,27.945,14.115,19.259999999999998,19.605,21.705000000000002,19.815,30.81,33.945,34.32,36.39,20.565,12.870000000000001,21.375,28.485,42.39,31.740000000000002,23.535,21.315,8.175
DEL0025,20.669999999999998,16.919999999999998,14.129999999999999,57.87,23.61,86.34,36.57,66.66,20.625,35.175,31.424999999999997,62.595,28.605,5.985,17.91,39.78,43.425,14.085,27.645,26.369999999999997,69.72,30.405,38.805,6.645,4.08,16.23,24.75,17.955000000000002,38.46,25.125,32.685,24.93,13.53,28.424999999999997,0.0,34.665,12.419999999999998,36.525000000000006,7.545,6.645,55.89,20.46,23.625,36.54,24.150000000000002,15.105,22.47,41.099999999999994,25.68,23.64,37.38,38.415,27.21,13.379999999999999,25.44,25.86,24.915,16.634999999999998,37.515,29.174999999999997
DEL0026,44.730000000000004,32.925,27.39,24.48,34.545,33.045,12.870000000000001,23.64,44.67,22.53,17.4,14.145,22.59,38.13,45.855000000000004,32.415,22.71,25.799999999999997,36.464999999999996,30.585,22.515,21.735,26.04,38.775000000000006,35.295,40.275000000000006,28.740000000000002,42.0,31.155,55.125,14.309999999999999,32.88,58.17,19.5,34.515,0.0,41.535000000000004,11.985,39.675,38.775000000000006,20.580000000000002,34.365,25.799999999999997,5.34,26.025000000000002,37.589999999999996,26.22,19.605,40.349999999999994,40.724999999999994,30.075000000000003,12.809999999999999,24.345,27.900000000000002,31.47,42.435,38.144999999999996,29.94,6.1499999999999995,19.485
DEL0027,15.36,23.384999999999998,21.93,48.33,30.105,61.17,43.065,50.31,15.299999999999999,33.405,37.92,75.82499999999999,34.995,11.084999999999999,14.190000000000001,44.519999999999996,48.06,23.745,32.37,32.76,51.765,36.78,43.44,11.745000000000001,14.955000000000002,12.600000000000001,37.785000000000004,12.899999999999999,43.095,20.535,56.535,31.32,6.795,34.815,13.74,41.055,0.0,42.915,14.61,11.745000000000001,43.995,27.75,30.119999999999997,42.93,30.54,21.57,28.86,47.43,32.160000000000004,27.134999999999998,42.015,44.805,33.705,21.345,27.57,27.915,29.655,23.924999999999997,43.905,35.67
DEL0028,48.54,36.735,31.214999999999996,33.885,25.335,24.839999999999996,10.290000000000001,13.919999999999998,48.480000000000004,21.330000000000002,17.31,9.524999999999999,25.32,42.06,84.15,41.82,32.115,31.935,40.785000000000004,34.410000000000004,14.01,21.645,32.355000000000004,42.705,56.655,44.099999999999994,32.565,45.825,40.56,58.935,14.22,36.69,41.400000000000006,23.97,38.325,13.605,45.36,0.0,59.595,42.705,29.985,38.175,24.599999999999998,11.67,29.835,31.935,39.24,29.009999999999998,44.175,44.55,39.480000000000004,6.675000000000001,23.145,32.31,33.480000000000004,46.755,41.97,46.755,11.205,18.299999999999997
DEL0029,26.880000000000003,22.11,19.62,48.705,29.31,53.79,35.685,42.93,26.82,26.04,30.54,45.644999999999996,30.33,4.875,22.725,44.79,65.355,16.634999999999998,32.13,31.380000000000003,48.09,35.099999999999994,43.815,5.535,10.575,22.424999999999997,29.759999999999998,24.165,43.47,29.94,31.799999999999997,29.94,19.725,30.945,9.42,38.07,17.235,59.595,0.0,5.535,44.37,22.785,22.755,39.93,29.145,19.53,27.48,46.11,31.875,29.835,42.39,41.865,26.325000000000003,16.665,26.174999999999997,30.645,31.125,24.075000000000003,40.92,28.29
DEL0030,24.150000000000002,20.384999999999998,19.365000000000002,47.505,23.775,54.84,36.72,70.83,24.089999999999996,37.755,31.589999999999996,45.825,31.380000000000003,2.145,19.995,55.260000000000005,47.235,19.634999999999998,29.400000000000002,30.18,49.125,32.385,42.63,0.0,7.86,19.695,28.575000000000003,21.435,42.285000000000004,27.21,32.849999999999994,28.755000000000003,16.995,31.994999999999997,6.6899999999999995,38.49,14.504999999999999,40.29,5.235,0.0,43.185,25.185,23.79,40.349999999999994,27.96,19.755,26.28,44.925,29.160000000000004,27.119999999999997,41.205,42.24,27.375,18.525,24.990000000000002,31.23,28.395,21.345,41.325,29.339999999999996
DEL0031,37.485,31.185,31.32,3.9749999999999996,41.714999999999996,39.525000000000006,37.92,33.675,38.144999999999996,51.36,32.519999999999996,31.455,35.13,43.2,41.099999999999994,17.355,7.08,32.64,23.009999999999998,20.669999999999998,28.994999999999997,36.615,6.3149999999999995,60.900000000000006,39.75,34.155,21.645,37.455,18.6,52.29,29.43,25.349999999999998,42.03,33.405,38.97,20.805,44.61,29.505000000000003,44.76,43.86,0.0,31.650000000000002,41.160000000000004,24.150000000000002,23.924999999999997,28.92,28.11,5.205,29.25,28.71,17.52,31.005000000000003,40.455,32.31,23.25,28.98,27.045,26.79,24.96,35.595
