,VEH001,VEH002,VEH003,VEH004,VEH005,VEH006,VEH007,VEH008,VEH009,VEH010,DEL0001,DEL0002,DEL0003,DEL0004,DEL0005,DEL0006,DEL0007,DEL0008,DEL0009,DEL0010,DEL0011,DEL0012,DEL0013,DEL0014,DEL0015,DEL0016,DEL0017,DEL0018,DEL0019,DEL0020,DEL0021,DEL0022,DEL0023,DEL0024,DEL0025,DEL0026,DEL0027,DEL0028,DEL0029,DEL0030,DEL0031,DEL0032,DEL0033,DEL0034,DEL0035,DEL0036,DEL0037,DEL0038,DEL0039,DEL0040,DEL0041,DEL0042,DEL0043,DEL0044,DEL0045,DEL0046,DEL0047,DEL0048,DEL0049,DEL0050
DEL0001,51.048,34.722,30.240000000000002,42.282,18.126,57.69,16.272,25.92,50.976,13.338000000000001,0.0,27.378000000000004,13.212,38.196,51.57,51.804,40.14,26.028000000000002,39.564,31.914,31.428,8.82,40.428000000000004,38.97,45.054,44.712,29.7,68.202,50.526,60.228,6.642,38.322,42.462,6.138000000000001,38.178000000000004,20.862000000000002,45.0,18.791999999999998,39.528000000000006,50.742000000000004,37.602000000000004,36.45,17.244,20.394000000000002,26.442,28.944,26.676000000000002,36.414,43.632,44.082,46.566,21.96,15.498,28.548,30.816000000000003,46.746,40.986,31.14,21.942,4.32
DEL0002,64.656,50.49,43.866,43.452000000000005,37.17,30.348,19.116,18.054,64.584,32.364000000000004,32.940000000000005,0.0,38.862,57.24,66.006,52.974000000000004,41.31,44.730000000000004,55.35,47.7,15.606,37.800000000000004,41.598,58.013999999999996,53.333999999999996,59.328,48.906000000000006,61.398,51.443999999999996,77.13000000000001,23.85,50.436,56.07,30.06,52.398,23.094,60.839999999999996,12.204,58.572,58.013999999999996,38.772,52.218,36.288000000000004,20.772,42.21,44.730000000000004,42.443999999999996,39.132,59.418,59.867999999999995,52.848,14.418,34.542,45.18000000000001,46.583999999999996,62.513999999999996,56.772,46.908,19.854,28.728
DEL0003,68.22,32.184,28.188000000000002,43.2,15.696000000000002,46.62,24.894000000000002,41.562,48.312,13.032,13.734,38.862,0.0,35.712,49.104000000000006,55.854000000000006,41.076,20.916,40.14,29.394,39.78,12.258,41.346,36.504000000000005,33.732,42.174,27.18,45.126000000000005,45.324,57.76200000000001,16.704,32.13,39.816,9.72,34.164,27.126,42.516000000000005,31.662,37.566,36.504000000000005,38.519999999999996,35.118,20.682000000000002,29.376,23.904,26.424,24.138,37.35,40.968,41.562,44.028000000000006,31.914,18.288,23.220000000000002,28.278000000000002,44.208,38.322,28.602,30.546,16.02
DEL0004,27.882,23.382,22.14,55.926,27.648,64.944,43.2,51.894,33.480000000000004,31.626,37.026,79.182,36.774,0.0,22.896,51.228,55.602000000000004,20.340000000000003,36.918000000000006,35.136,57.942,37.998,50.058,1.4220000000000002,8.334,21.924,33.192,24.624,49.644,31.572,38.556000000000004,36.36,19.314,45.648,6.9479999999999995,45.09,15.48,47.322,2.862,1.4220000000000002,50.724000000000004,26.154,27.684,47.34,32.472,22.608,30.456000000000003,52.830000000000005,33.894,31.445999999999998,48.348,49.59,31.986,20.394000000000002,28.89,34.11,32.976,24.516,48.51,34.326
DEL0005,23.85,37.566,39.96,61.739999999999995,48.096,85.392,63.648,72.36000000000001,23.778000000000002,78.552,57.492000000000004,71.712,55.638,25.290000000000003,0.0,57.186,61.416,40.806000000000004,49.32,51.282,75.76200000000001,57.78,55.89,35.01,31.824,27.648,50.994,22.842,55.476,4.41,59.004000000000005,50.922,26.136,55.404,36.414,62.910000000000004,26.154,65.124,29.502000000000002,26.064,56.556000000000004,43.452000000000005,48.132,65.142,50.274,40.518,48.257999999999996,60.678000000000004,43.344,36.324,54.18000000000001,67.41000000000001,52.434,39.24,53.01,37.26,40.716,41.976,66.31200000000001,82.72800000000001
DEL0006,43.002,35.1,35.28,18.126,47.754000000000005,61.272,53.784,54.234,43.794,51.858,50.976,51.588,47.178000000000004,49.536,47.34,0.0,20.286,36.846,24.606,24.3,48.636,49.338,16.758000000000003,65.61000000000001,45.378,39.00600000000001,27.108,42.966,8.262,60.768,49.14,28.71,48.114000000000004,46.962,44.442,38.808,51.552,49.248,51.39,50.328,19.296000000000003,35.676,47.088,42.804,29.502000000000002,32.382,33.876000000000005,21.726000000000003,32.112,32.364000000000004,12.258,48.833999999999996,49.878,36.468,26.172,32.796,29.466,29.843999999999998,43.776,52.344
DEL0007,50.832,55.296,43.434,9.072000000000001,54.342000000000006,50.616,51.480000000000004,43.578,84.906,49.536,42.192,40.914,45.324,77.868,55.17,17.334000000000003,0.0,63.089999999999996,33.443999999999996,36.9,37.962,47.106,12.672,58.482000000000006,74.16000000000001,46.836,31.806000000000004,50.778000000000006,22.95,68.598,38.484,36.269999999999996,76.896,55.746,52.596,28.134,59.382000000000005,38.574,59.544,58.482000000000006,11.34,43.830000000000005,53.46,32.148,34.56,40.536,49.284,8.442,40.931999999999995,52.128,21.654,38.16,51.714,44.622,33.732,40.608,47.898,37.998,33.12,45.9
DEL0008,35.514,19.566,12.258,45.882,17.55,54.342000000000006,32.616,41.31,51.174,23.256,25.721999999999998,57.366,20.952,18.27,31.662,54.846,44.208,0.0,26.82,25.092,43.38,24.084000000000003,40.014,19.062,16.290000000000003,29.088,23.166,32.25600000000001,39.618,40.32,27.971999999999998,23.382,26.928,21.708000000000002,17.19,30.240000000000002,25.074,32.76,20.142,19.062,40.68000000000001,21.294,18.090000000000003,32.49,21.438000000000002,15.57,21.06,59.562000000000005,29.933999999999997,28.944,38.322,35.028000000000006,21.276,4.248,18.864,31.590000000000003,27.288,17.118,33.66,23.742
DEL0009,30.006000000000004,14.346,21.456,30.780000000000005,33.264,64.35000000000001,53.622,55.440000000000005,30.798,37.386,38.376000000000005,52.164,34.596,35.064,34.326,24.984,30.456000000000003,31.41,0.0,14.058,51.696,36.738,24.912,35.838,30.906000000000002,25.992,16.272,29.952,23.471999999999998,49.95,41.346,13.878,33.642,34.362,29.97,41.886,38.394,45.594,38.268,35.838,25.578000000000003,15.209999999999999,32.598,45.594,16.848,17.676000000000002,19.404,29.7,11.088000000000001,13.32,22.176000000000002,50.868,35.388,27.594,11.700000000000001,15.264000000000001,8.442,12.294,48.042,37.872
DEL0010,38.538000000000004,20.646,21.708000000000002,27.558,34.181999999999995,61.128,43.578,52.902,39.330000000000005,44.082,33.192,46.980000000000004,29.412,35.982,42.876000000000005,24.426000000000002,27.234,23.291999999999998,14.472,0.0,48.492000000000004,31.554000000000002,21.69,42.768,31.824,34.524,8.694,38.484,19.62,55.62,36.162,11.34,34.56,29.178,30.888,38.178000000000004,39.312,40.41,37.836,36.75600000000001,22.374,21.221999999999998,33.516000000000005,40.428000000000004,8.208,18.828000000000003,13.5,26.496000000000002,18.468,20.7,18.324,42.678000000000004,36.324,22.896,8.802,22.644000000000002,15.822,15.390000000000002,41.598,35.333999999999996
DEL0011,66.96000000000001,52.794,46.17,39.564,38.808,22.590000000000003,21.852,11.268,66.88799999999999,34.002,29.772,15.209999999999999,39.186,58.86000000000001,68.31,49.086,37.440000000000005,47.034,53.946,60.372,0.0,34.974000000000004,37.71,88.38000000000001,55.638,94.68,47.79,63.702000000000005,47.574,79.43400000000001,26.064,52.74,95.90400000000001,32.292,54.702000000000005,27.054,63.144,17.604,60.21000000000001,89.01,34.884,54.522,37.926,25.074,56.988,47.034,44.766000000000005,33.714,61.434000000000005,60.78600000000001,46.26,16.721999999999998,36.18000000000001,47.484,65.07,61.11000000000001,58.788,49.212,23.112000000000002,40.176
DEL0012,45.342000000000006,29.016000000000002,24.552000000000003,40.032,16.128000000000004,43.218,21.474,40.266000000000005,45.269999999999996,12.69,6.03,33.048,7.65,35.136,46.692,46.53,56.07,20.340000000000003,41.184,26.226000000000003,44.730000000000004,0.0,38.178000000000004,35.91,33.156000000000006,39.024,24.012,42.083999999999996,42.174,57.168000000000006,12.474,28.962,54.306000000000004,6.678,33.083999999999996,23.958000000000002,57.474000000000004,24.624,36.99,35.91,35.352000000000004,30.743999999999996,17.262,26.208000000000002,20.736,23.256,20.988,34.181999999999995,37.943999999999996,38.394,40.86,27.774,14.868,22.86,25.128000000000004,41.04,35.298,25.434,26.982,12.6
DEL0013,77.148,35.676,35.856,10.638,48.330000000000005,51.03,43.542,43.992000000000004,44.046,49.050000000000004,42.606,41.328,48.222,50.112,47.574,17.406,10.35,37.422,25.866,23.058,52.65,45.18000000000001,0.0,70.2,45.954,39.24,24.228,43.2,20.592,61.002,38.898,28.692,48.690000000000005,42.822,64.17,28.566,51.786,39.00600000000001,51.966,50.904,6.516,43.11,47.664,32.562,26.982,32.958,31.986,9.594000000000001,33.354000000000006,32.724000000000004,19.296000000000003,38.592000000000006,50.454,52.019999999999996,33.84,33.03,30.708,42.966,33.534,46.314
DEL0014,28.980000000000004,27.0,23.238,57.00600000000001,28.53,65.808,44.064,52.776,34.65,32.49,37.908,54.99,37.656000000000006,2.574,35.01,52.326,56.681999999999995,21.221999999999998,35.28,36.216,58.95,38.862,51.156000000000006,0.0,9.432,23.724,39.726,25.721999999999998,50.742000000000004,32.652,39.42,34.50600000000001,20.394000000000002,38.394,8.028,46.188,17.406,48.348,6.282000000000001,0.738,73.08,30.221999999999998,28.548,48.42,33.552,23.706,31.536,53.91,34.992000000000004,32.544,49.446,50.688,42.174,21.258000000000003,29.988,36.882,34.074,25.614,49.59,50.85
DEL0015,26.604,22.104,17.082,52.542,26.118,63.413999999999994,59.11200000000001,50.364000000000004,26.55,30.096,35.514,50.526,34.452000000000005,4.680000000000001,22.608,47.844,52.218,16.992,34.254000000000005,31.752000000000002,54.576,36.468,46.674,9.09,0.0,21.276,29.826,23.346,46.278000000000006,38.79,49.806000000000004,30.042,18.036,34.218,3.3480000000000003,41.724000000000004,19.332,43.938,10.170000000000002,9.09,47.34,24.678,32.328,43.956,29.088,18.252000000000002,25.362000000000002,49.446,32.616,31.482,44.982,46.224000000000004,30.456000000000003,16.164,25.524,32.832,30.240000000000002,20.07,45.126000000000005,32.814
DEL0016,16.272,20.142,21.312,45.414,40.769999999999996,116.20800000000001,54.234,62.946,15.822,44.892,44.892,57.63600000000001,41.112,21.924,18.0,40.86,45.09,28.062,26.874,33.75,61.704,43.254000000000005,39.564,23.724,22.878000000000004,0.0,36.612,8.334,39.15,27.612000000000002,47.844,32.04,11.484,40.878,20.286,67.896,15.282,51.066,25.38,24.03,40.230000000000004,26.028000000000002,40.122,70.11000000000001,31.086,23.184,27.791999999999998,44.352000000000004,27.036,19.53,37.854000000000006,53.333999999999996,42.912,25.182000000000002,27.522,20.934,24.39,21.348,52.254000000000005,45.378
DEL0017,40.68000000000001,18.18,19.259999999999998,30.636,31.733999999999998,81.486,40.608,49.931999999999995,40.608,32.454,30.221999999999998,44.01,26.442,37.998,42.03,28.008000000000003,30.312,20.826,17.55,4.356,48.06,28.584000000000003,24.768,34.308,29.357999999999997,32.13,0.0,37.422,23.202,53.154,33.192,10.08,32.094,26.208000000000002,33.714,35.208,36.864000000000004,37.440000000000005,35.37,34.308,33.39,18.756,31.068000000000005,37.458,8.1,16.362000000000002,13.122,29.556000000000004,20.214000000000002,22.428,21.888,39.708,33.858,20.448,6.228,24.39,17.568,12.924,35.586,32.364000000000004
DEL0018,9.395999999999999,23.220000000000002,26.856,47.412,41.724000000000004,75.294,55.188,63.9,8.946,45.846,46.314,58.589999999999996,42.516000000000005,23.544,14.436,42.84,47.088,29.016000000000002,28.854000000000003,36.936,62.63999999999999,44.676,69.28200000000001,27.144000000000002,23.832,7.596,37.71,0.0,41.13,24.732,71.784,36.576,13.014000000000001,42.300000000000004,21.240000000000002,49.788000000000004,13.950000000000001,52.019999999999996,26.334000000000003,27.27,42.21,29.124,41.076,52.038000000000004,37.007999999999996,23.778000000000002,33.714,46.332,29.448,21.978,39.833999999999996,54.288000000000004,43.866,26.136,32.364000000000004,22.914,26.37,31.104000000000003,53.208,46.332
DEL0019,41.507999999999996,33.93000000000001,34.11,22.842,46.583999999999996,59.922,52.452000000000005,52.902,60.98400000000001,49.626000000000005,47.412,50.238,43.614000000000004,48.366,45.846,13.068,25.218,35.676,20.772,20.088,47.286,45.774,21.492,59.148,44.208,37.494,22.896,41.454,0.0,68.88600000000001,47.808,25.721999999999998,46.943999999999996,43.398,53.208,37.458,50.058,47.898,50.22,49.158,22.932000000000002,34.50600000000001,45.918000000000006,41.472,25.290000000000003,31.212,30.150000000000002,26.46,31.248,30.978,2.664,47.484,48.708,35.298,23.184,31.284,28.602,28.674,42.443999999999996,49.536
DEL0020,31.122,40.464,44.550000000000004,69.01200000000001,51.588,88.866,67.14,75.834,31.05,55.566,60.965999999999994,76.284,74.466,28.764000000000003,1.116,64.44,68.688,44.28,50.454,57.528000000000006,116.928,75.852,63.144,29.556000000000004,38.79,30.168000000000003,55.583999999999996,30.096,62.730000000000004,0.0,62.478,54.486,21.546000000000003,59.994,33.93000000000001,67.482,26.658,69.714,32.994,29.556000000000004,63.81000000000001,50.724000000000004,51.624,92.466,54.864000000000004,44.064,54.666000000000004,67.932,50.616,43.578,61.434000000000005,71.982,55.908,51.732,51.300000000000004,44.514,47.97,46.026,70.902,58.266
DEL0021,79.344,48.474000000000004,31.932,50.238,20.988,38.304,15.624,29.322,80.874,16.2,5.292,27.162,14.904,41.058,54.072,51.156000000000006,39.51,27.720000000000002,41.25600000000001,33.606,30.780000000000005,11.052,39.78,41.85,39.078,46.386,31.392000000000003,49.464,49.536,85.77,0.0,36.342000000000006,44.136,7.812,40.464,20.214000000000002,47.862,18.144000000000002,42.39,41.85,36.954,38.124,20.106,19.746000000000002,28.116,30.636,28.35,47.519999999999996,50.886,54.486,48.24,21.312,18.36,30.240000000000002,32.49,56.124,42.66,32.814,21.294,11.412
DEL0022,38.322,17.082,19.224,33.912,31.698,65.538,45.162,53.856,39.114000000000004,35.802,35.064,48.852000000000004,31.284,33.480000000000004,41.994,29.214000000000002,33.588,26.496000000000002,14.616,10.35,52.902,33.426,28.044,34.272,29.322,32.094,5.9399999999999995,37.386,26.009999999999998,53.118,38.016000000000005,0.0,32.076,31.05,28.386,40.050000000000004,36.828,42.264,35.333999999999996,34.272,28.71,10.89,31.031999999999996,42.282,12.942,16.326,15.768,32.85,17.28,19.512,24.714000000000002,44.550000000000004,33.822,20.412,1.854,21.456,14.634000000000002,13.788,43.452000000000005,41.976
DEL0023,17.37,23.742,21.996000000000002,55.764,36.864000000000004,70.43400000000001,50.328,59.04,17.298,40.986,41.454,53.730000000000004,52.92,16.218,18.378000000000004,51.066,55.440000000000005,24.156,34.50600000000001,34.974000000000004,57.78,39.816,49.896,17.009999999999998,18.971999999999998,8.01,39.833999999999996,14.112,49.5,25.992,44.406000000000006,33.246,0.0,37.440000000000005,16.38,44.928000000000004,7.632000000000001,47.16,20.448,17.009999999999998,50.562,28.980000000000004,36.216,47.178000000000004,32.31,22.428,33.966,52.668000000000006,34.254000000000005,25.974,48.186,49.428000000000004,39.00600000000001,21.276,28.746000000000002,32.022,29.322,24.372,48.348,41.472
DEL0024,48.132,31.824,27.342,53.172,18.720000000000002,41.4,18.990000000000002,28.368,48.06,13.284,6.408,30.096,10.314000000000002,37.926,49.5,56.916000000000004,40.698,23.13,36.666000000000004,29.016000000000002,34.146,6.48,40.986,38.7,35.946,41.814,26.802000000000003,44.874,48.726,59.976,9.360000000000001,31.752000000000002,39.564,0.0,35.892,23.58,59.43600000000001,21.509999999999998,39.78,38.7,38.142,33.534,16.938000000000002,23.112000000000002,23.526,26.046000000000003,23.778000000000002,36.972,40.734,41.184,43.668000000000006,24.678,15.444,25.650000000000002,34.181999999999995,50.868,38.088,28.242,25.578000000000003,9.81
DEL0025,24.804,20.304,16.956,69.444,28.332,103.608,43.884,79.992,24.75,42.21,37.71,75.11399999999999,34.326,7.182,21.492,47.736,52.11,16.902,33.174,31.644,83.664,36.486,46.566,7.973999999999999,4.896000000000001,19.476000000000003,29.7,21.546000000000003,46.152,30.150000000000002,39.222,29.916000000000004,16.236,34.11,0.0,41.598,14.904,43.830000000000005,9.054,7.973999999999999,67.068,24.552000000000003,28.35,43.848,28.980000000000004,18.126,26.964000000000002,49.32,30.816000000000003,28.368,44.856,46.098,32.652,16.056,30.528000000000002,31.031999999999996,29.898,19.962,45.018,35.01
DEL0026,53.676,39.51,32.868,29.376,41.454,39.654,15.444,28.368,53.604000000000006,27.036,20.88,16.974,27.108,45.75600000000001,55.026,38.898,27.252000000000002,30.96,43.757999999999996,36.702000000000005,27.018,26.082,31.248,46.53,42.354000000000006,48.330000000000005,34.488,50.4,37.386,66.15,17.172,39.456,69.804,23.400000000000002,41.418000000000006,0.0,49.842000000000006,14.382000000000001,47.61,46.53,24.696,41.238,30.96,6.408,31.230000000000004,45.108,31.464000000000002,23.526,48.42,48.87,36.09,15.371999999999998,29.214000000000002,33.480000000000004,37.764,50.922,45.774,35.928000000000004,7.38,23.382
DEL0027,18.432000000000002,28.062,26.316,57.996,36.126000000000005,73.40400000000001,51.678000000000004,60.372,18.36,40.086,45.504000000000005,90.99,41.994,13.302,17.028000000000002,53.424,57.672,28.494,38.844,39.312,62.117999999999995,44.136,52.128,14.094000000000001,17.946,15.120000000000001,45.342000000000006,15.48,51.714,24.642,67.842,37.583999999999996,8.154,41.778000000000006,16.488,49.266000000000005,0.0,51.498,17.532,14.094000000000001,52.794,33.300000000000004,36.144,51.516000000000005,36.648,25.884,34.632,56.916000000000004,38.592000000000006,32.562,50.418000000000006,53.766000000000005,40.446,25.614,33.083999999999996,33.498,35.586,28.71,52.686,42.804
DEL0028,58.248,44.082,37.458,40.662,30.402,29.808,12.348,16.704,58.176,25.596,20.772,11.43,30.384,50.472,100.98,50.184,38.538000000000004,38.322,48.942,41.292,16.812,25.974,38.826,51.246,67.986,52.92,39.078,54.99,48.672,70.722,17.064,44.028000000000006,49.68000000000001,28.764000000000003,45.99,16.326,54.431999999999995,0.0,71.514,51.246,35.982,45.81,29.52,14.004000000000001,35.802,38.322,47.088,34.812,53.01,53.46,47.376000000000005,8.01,27.774,38.772,40.176,56.106,50.364000000000004,56.106,13.446,21.96
DEL0029,32.25600000000001,26.532,23.544,58.446,35.172,64.548,42.822,51.516000000000005,32.184,31.248,36.648,54.774,36.396,5.8500000000000005,27.27,53.748,78.426,19.962,38.556000000000004,37.656000000000006,57.708000000000006,42.12,52.578,6.642,12.69,26.91,35.712,28.998,52.164,35.928000000000004,38.16,35.928000000000004,23.67,37.134,11.304,45.684,20.682000000000002,71.514,0.0,6.642,53.244,27.342,27.306,47.916000000000004,34.974000000000004,23.436,32.976,55.332,38.25,35.802,50.868,50.238,31.590000000000003,19.998,31.41,36.774,37.35,28.89,49.104000000000006,33.948
DEL0030,28.980000000000004,24.462,23.238,57.00600000000001,28.53,65.808,44.064,84.996,28.907999999999998,45.306000000000004,37.908,54.99,37.656000000000006,2.574,23.994,66.31200000000001,56.681999999999995,23.562,35.28,36.216,58.95,38.862,51.156000000000006,0.0,9.432,23.634,34.29,25.721999999999998,50.742000000000004,32.652,39.42,34.50600000000001,20.394000000000002,38.394,8.028,46.188,17.406,48.348,6.282000000000001,0.0,51.822,30.221999999999998,28.548,48.42,33.552,23.706,31.536,53.91,34.992000000000004,32.544,49.446,50.688,32.85,22.23,29.988,37.476,34.074,25.614,49.59,35.208
DEL0031,44.982,37.422,37.583999999999996,4.77,50.058,47.43000000000001,45.504000000000005,40.41,45.774,61.632000000000005,39.024,37.746,42.156000000000006,51.84,49.32,20.826,8.496,39.168000000000006,27.612000000000002,24.804,34.794,43.938,7.578,73.08,47.7,40.986,25.974,44.946,22.32,62.748,35.316,30.419999999999998,50.436,40.086,46.764,24.965999999999998,53.532,35.406000000000006,53.712,52.632,0.0,37.980000000000004,49.392,28.980000000000004,28.71,34.704,33.732,6.246,35.1,34.452000000000005,21.024,37.206,48.546,38.772,27.900000000000002,34.776,32.454,32.148,29.952,42.714
DEL0032,31.626,5.904,12.816,41.634,32.49,67.248,52.218,54.648,32.418000000000006,36.594,36.75600000000001,50.544,32.976,26.154,35.964,36.306000000000004,41.31,22.05,12.636,16.128000000000004,54.594,35.118,43.11,28.134,23.724,24.39,17.802000000000003,30.474,34.794,48.384,39.726,16.974,27.612000000000002,32.742000000000004,22.788,41.742000000000004,32.364000000000004,43.974000000000004,30.816000000000003,29.808,36.45,0.0,31.824,48.294,17.91,10.8,18.414,40.572,15.3,15.282,33.498,46.242000000000004,34.614000000000004,16.056,12.456,17.928,12.654,5.760000000000001,49.5,37.080000000000005
